step,queue_ns,queue_ew,wait_ns,wait_ew,total_queue,total_wait,arrived,active_dir,green_dur_last
81,12,0,14.6875,0.0,12,14.6875,28,NS,0
82,12,0,15.4375,0.0,12,15.4375,28,NS,0
83,12,0,16.1875,0.0,12,16.1875,29,NS,0
84,14,2,17.0625,0.0,16,17.0625,30,NS,0
85,14,0,17.9375,0.0,14,17.9375,30,NS,0
86,14,0,18.8125,0.0,14,18.8125,30,NS,0
87,16,0,17.5,0.0,16,17.5,30,NS,0
88,14,1,18.27777777777778,0.0,15,18.27777777777778,30,NS,0
89,15,0,19.11111111111111,0.0,15,19.11111111111111,30,NS,0
90,14,1,14.944444444444445,0.16666666666666666,15,15.11111111111111,30,NS,0
91,12,1,12.8125,0.3333333333333333,13,13.145833333333334,30,NS,0
92,10,2,9.4375,0.42857142857142855,12,9.866071428571429,32,NS,0
93,8,3,6.5625,0.625,11,7.1875,32,NS,0
94,8,2,3.7222222222222223,0.875,10,4.597222222222222,32,NS,0
95,5,2,3.2941176470588234,1.125,7,4.419117647058823,32,NS,0
96,5,3,2.625,1.5,8,4.125,32,NS,0
97,4,5,1.25,1.5,9,2.75,32,NS,0
98,2,3,0.3333333333333333,1.8,5,2.1333333333333333,32,NS,0
99,0,4,0.0,2.2,4,2.2,32,NS,0
100,0,5,0.0,2.7,5,2.7,32,NS,0
101,2,5,0.0,3.2,7,3.2,32,NS,0
102,0,7,0.0,3.0833333333333335,7,3.0833333333333335,32,NS,0
103,0,6,0.0,3.5833333333333335,6,3.5833333333333335,32,NS,0
104,0,6,0.0,4.083333333333333,6,4.083333333333333,32,NS,0
105,0,6,0.0,4.583333333333333,6,4.583333333333333,32,NS,0
106,0,6,0.0,5.083333333333333,6,5.083333333333333,34,NS,0
107,0,8,0.0,5.75,8,5.75,34,NS,0
108,1,10,0.0,5.5,11,5.5,36,NS,0
109,0,8,0.0,6.071428571428571,8,6.071428571428571,37,NS,0
110,0,10,0.0,6.785714285714286,10,6.785714285714286,38,NS,0
111,1,10,0.0,7.5,11,7.5,39,NS,0
112,0,10,0.0,8.214285714285714,10,8.214285714285714,40,NS,0
113,0,11,0.0,9.0,11,9.0,40,NS,0
114,0,13,0.0,8.5625,13,8.5625,42,NS,0
115,0,12,0.0,9.3125,12,9.3125,42,NS,0
116,0,12,0.0,10.0625,12,10.0625,44,NS,0
117,1,12,0.0,10.8125,13,10.8125,46,NS,0
118,0,12,0.0,11.5625,12,11.5625,46,NS,0
119,0,12,0.0,12.3125,12,12.3125,47,NS,0
120,0,15,0.0,11.666666666666666,15,11.666666666666666,48,NS,0
121,0,14,0.0,12.444444444444445,14,12.444444444444445,49,NS,0
122,0,14,0.0,13.222222222222221,14,13.222222222222221,50,NS,0
123,0,14,0.0,14.0,14,14.0,51,NS,0
124,0,14,0.0,14.777777777777779,14,14.777777777777779,52,NS,0
125,1,16,0.0,15.666666666666666,17,15.666666666666666,53,NS,0
126,1,18,0.0,14.9,19,14.9,54,NS,0
127,0,16,0.0,15.7,16,15.7,54,NS,0
128,0,17,0.0,16.55,17,16.55,54,NS,0
129,0,18,0.0,17.45,18,17.45,54,NS,0
130,1,18,0.0,18.35,19,18.35,54,NS,0
131,1,18,0.0,19.25,19,19.25,55,NS,0
132,0,20,0.0,18.318181818181817,20,18.318181818181817,55,NS,0
133,0,20,0.0,19.227272727272727,20,19.227272727272727,56,NS,0
134,0,20,0.0,20.136363636363637,20,20.136363636363637,56,NS,0
135,1,18,0.0,17.136363636363637,19,17.136363636363637,56,NS,0
136,0,16,0.0,15.7,16,15.7,56,NS,0
137,1,16,0.0,12.9,17,12.9,56,NS,0
138,0,14,0.0,10.5,14,10.5,56,NS,0
139,0,12,0.0,8.631578947368421,12,8.631578947368421,57,NS,0
140,1,11,0.0,8.222222222222221,12,8.222222222222221,57,NS,0
141,0,9,0.0,6.166666666666667,9,6.166666666666667,57,NS,0
142,1,8,0.14285714285714285,5.705882352941177,9,5.84873949579832,57,NS,0
143,2,6,0.42857142857142855,4.1875,8,4.616071428571429,57,NS,0
144,4,4,0.5555555555555556,2.5,8,3.0555555555555554,57,NS,0
145,3,2,0.8888888888888888,1.2,5,2.0888888888888886,57,NS,0
146,3,0,1.2222222222222223,0.0,3,1.2222222222222223,57,NS,0
147,4,0,1.6666666666666667,0.0,4,1.6666666666666667,57,NS,0
148,4,0,2.111111111111111,0.0,4,2.111111111111111,57,NS,0
149,4,0,2.5555555555555554,0.0,4,2.5555555555555554,57,NS,0
150,4,2,3.0,0.0,6,3.0,59,NS,0
151,5,0,3.5555555555555554,0.0,5,3.5555555555555554,59,NS,0
152,7,0,3.3636363636363638,0.0,7,3.3636363636363638,61,NS,0
153,6,0,3.909090909090909,0.0,6,3.909090909090909,61,NS,0
154,6,0,4.454545454545454,0.0,6,4.454545454545454,63,NS,0
155,6,1,5.0,0.0,7,5.0,64,NS,0
156,7,1,5.636363636363637,0.0,8,5.636363636363637,65,NS,0
157,7,0,6.2727272727272725,0.0,7,6.2727272727272725,65,NS,0
158,8,0,7.0,0.0,8,7.0,66,NS,0
159,10,0,6.538461538461538,0.0,10,6.538461538461538,67,NS,0
160,9,0,7.230769230769231,0.0,9,7.230769230769231,68,NS,0
161,9,0,7.923076923076923,0.0,9,7.923076923076923,69,NS,0
162,9,0,8.615384615384615,0.0,9,8.615384615384615,71,NS,0
163,9,0,9.307692307692308,0.0,9,9.307692307692308,71,NS,0
164,10,0,10.076923076923077,0.0,10,10.076923076923077,73,NS,0
165,11,0,10.923076923076923,0.0,11,10.923076923076923,73,NS,0
166,13,0,10.2,0.0,13,10.2,75,NS,0
167,11,1,10.933333333333334,0.0,12,10.933333333333334,76,NS,0
168,11,0,11.666666666666666,0.0,11,11.666666666666666,77,NS,0
169,11,1,12.4,0.0,12,12.4,79,NS,0
170,11,0,13.133333333333333,0.0,11,13.133333333333333,79,NS,0
171,13,0,14.0,0.0,13,14.0,79,NS,0
172,13,0,14.866666666666667,0.0,13,14.866666666666667,79,NS,0
173,15,1,13.882352941176471,0.0,16,13.882352941176471,81,NS,0
174,13,1,14.647058823529411,0.0,14,14.647058823529411,81,NS,0
175,14,0,15.470588235294118,0.0,14,15.470588235294118,81,NS,0
176,14,0,16.294117647058822,0.0,14,16.294117647058822,81,NS,0
177,15,1,17.176470588235293,0.0,16,17.176470588235293,82,NS,0
178,15,0,18.058823529411764,0.0,15,18.058823529411764,82,NS,0
179,15,1,18.941176470588236,0.0,16,18.941176470588236,83,NS,0
180,15,0,13.68421052631579,0.0,15,13.68421052631579,83,NS,0
181,11,1,11.823529411764707,0.0,12,11.823529411764707,83,NS,0
182,10,1,8.882352941176471,0.14285714285714285,11,9.025210084033613,83,NS,0
183,8,1,6.294117647058823,0.14285714285714285,9,6.436974789915967,83,NS,0
184,7,2,4.176470588235294,0.25,9,4.426470588235294,83,NS,0
185,5,1,2.7333333333333334,0.375,6,3.1083333333333334,83,NS,0
186,3,3,1.3333333333333333,0.5555555555555556,6,1.8888888888888888,83,NS,0
187,3,2,1.3333333333333333,0.7777777777777778,5,2.111111111111111,83,NS,0
188,4,2,0.6,1.0,6,1.6,83,NS,0
189,1,4,0.2,1.2,5,1.4,83,NS,0
190,0,5,0.0,1.4545454545454546,5,1.4545454545454546,83,NS,0
191,0,5,0.0,1.9090909090909092,5,1.9090909090909092,83,NS,0
192,0,4,0.0,2.1818181818181817,4,2.1818181818181817,83,NS,0
193,0,4,0.0,2.5454545454545454,4,2.5454545454545454,83,NS,0
194,0,6,0.0,2.75,6,2.75,83,NS,0
195,0,6,0.0,3.25,6,3.25,83,NS,0
196,0,8,0.0,3.5384615384615383,8,3.5384615384615383,85,NS,0
197,0,7,0.0,4.076923076923077,7,4.076923076923077,85,NS,0
198,0,8,0.0,4.285714285714286,8,4.285714285714286,87,NS,0
199,1,8,0.0,4.857142857142857,9,4.857142857142857,88,NS,0
200,0,10,0.0,5.133333333333334,10,5.133333333333334,89,EW,30
201,0,10,0.0,5.0588235294117645,10,5.0588235294117645,91,EW,30
202,1,9,0.25,4.133333333333334,10,4.383333333333334,91,EW,30
203,1,8,0.5,2.75,9,3.25,93,EW,30
204,2,5,1.0,1.75,7,2.75,93,EW,30
205,2,5,1.5,1.0,7,2.5,95,EW,30
206,2,3,2.0,0.5333333333333333,5,2.533333333333333,95,EW,30
207,3,2,2.0,0.1875,5,2.1875,97,EW,30
208,3,0,2.0,0.0,3,2.0,98,EW,30
209,3,0,2.5,0.0,3,2.5,98,EW,30
210,3,1,3.0,0.0,4,3.0,98,EW,30
211,4,1,3.0,0.0,5,3.0,98,EW,30
212,3,0,3.4285714285714284,0.0,3,3.4285714285714284,98,EW,30
213,4,0,3.375,0.0,4,3.375,98,EW,30
214,3,0,3.75,0.0,3,3.75,98,EW,30
215,4,0,4.25,0.0,4,4.25,98,EW,30
216,5,1,4.222222222222222,0.0,6,4.222222222222222,99,EW,30
217,4,0,4.666666666666667,0.0,4,4.666666666666667,100,EW,30
218,5,0,4.6,0.0,5,4.6,101,EW,30
219,4,0,5.0,0.0,4,5.0,102,EW,30
220,4,1,5.4,0.0,5,5.4,103,EW,30
221,5,1,5.2727272727272725,0.1,6,5.372727272727272,104,EW,30
222,6,0,5.25,0.0,6,5.25,104,EW,30
223,7,1,5.833333333333333,0.0,8,5.833333333333333,106,EW,30
224,6,0,6.25,0.0,6,6.25,106,EW,30
225,6,1,6.75,0.0,7,6.75,108,EW,30
226,6,0,7.25,0.0,6,7.25,108,EW,30
227,9,0,6.714285714285714,0.0,9,6.714285714285714,110,EW,30
228,8,0,7.285714285714286,0.0,8,7.285714285714286,110,EW,30
229,8,0,7.857142857142857,0.0,8,7.857142857142857,112,EW,30
230,9,2,8.5,0.0,11,8.5,114,EW,30
231,9,0,9.142857142857142,0.0,9,9.142857142857142,114,EW,30
232,10,0,9.857142857142858,0.0,10,9.857142857142858,116,EW,30
233,10,0,10.571428571428571,0.0,10,10.571428571428571,116,EW,30
234,12,0,9.875,0.0,12,9.875,117,EW,30
235,12,0,10.625,0.0,12,10.625,118,NS,30
236,12,0,10.5625,0.0,12,10.5625,118,NS,30
237,12,0,7.75,0.0,12,7.75,118,NS,30
238,8,1,5.25,0.2,9,5.45,118,NS,30
239,7,2,3.6875,0.3333333333333333,9,4.020833333333333,119,NS,30
240,5,2,2.4375,0.42857142857142855,7,2.8660714285714284,120,NS,30
241,4,2,1.8666666666666667,0.7142857142857143,6,2.580952380952381,120,NS,30
242,2,2,0.8571428571428571,1.0,4,1.8571428571428572,120,NS,30
243,1,4,0.35714285714285715,1.25,5,1.6071428571428572,120,NS,30
244,3,3,0.4,1.625,6,2.025,120,NS,30
245,1,4,0.07142857142857142,1.7777777777777777,5,1.849206349206349,120,NS,30
246,0,3,0.0,2.111111111111111,3,2.111111111111111,120,NS,30
247,0,3,0.0,2.4444444444444446,3,2.4444444444444446,120,NS,30
248,0,5,0.0,2.6,5,2.6,120,NS,30
249,0,5,0.0,3.1,5,3.1,120,NS,30
250,0,6,0.0,3.272727272727273,6,3.272727272727273,120,NS,30
251,0,5,0.0,3.727272727272727,5,3.727272727272727,120,NS,30
252,1,5,0.0,4.181818181818182,6,4.181818181818182,122,NS,30
253,0,6,0.0,4.25,6,4.25,122,NS,30
254,1,6,0.0,4.75,7,4.75,124,NS,30
255,0,7,0.0,5.333333333333333,7,5.333333333333333,124,NS,30
256,0,8,0.0,5.461538461538462,8,5.461538461538462,126,NS,30
257,0,8,0.0,5.571428571428571,8,5.571428571428571,126,NS,30
258,0,9,0.0,6.214285714285714,9,6.214285714285714,128,NS,30
259,1,9,0.0,6.857142857142857,10,6.857142857142857,129,NS,30
260,0,9,0.0,7.5,9,7.5,130,NS,30
261,1,9,0.0,8.142857142857142,10,8.142857142857142,132,NS,30
262,0,11,0.0,7.6875,11,7.6875,132,NS,30
263,0,10,0.0,8.3125,10,8.3125,133,NS,30
264,0,11,0.0,9.0,11,9.0,134,NS,30
265,0,12,0.0,9.75,12,9.75,136,NS,30
266,0,12,0.0,10.5,12,10.5,136,NS,30
267,1,13,0.0,10.588235294117647,14,10.588235294117647,138,NS,30
268,0,15,0.0,10.777777777777779,15,10.777777777777779,138,NS,30
269,0,14,0.0,11.555555555555555,14,11.555555555555555,139,NS,30
270,1,14,0.0,12.333333333333334,15,12.333333333333334,140,EW,30
271,1,15,0.0,10.80952380952381,16,10.80952380952381,141,EW,30
272,0,14,0.0,9.421052631578947,14,9.421052631578947,142,EW,30
273,0,12,0.0,7.315789473684211,12,7.315789473684211,142,EW,30
274,1,10,0.2,5.578947368421052,11,5.778947368421052,142,EW,30
275,1,9,0.4,4.105263157894737,10,4.5052631578947375,142,EW,30
276,2,9,0.5,3.0555555555555554,11,3.5555555555555554,142,EW,30
277,2,6,0.5714285714285714,1.9444444444444444,8,2.515873015873016,143,EW,30
278,2,5,0.8571428571428571,1.2222222222222223,7,2.0793650793650795,143,EW,30
279,2,4,1.1428571428571428,1.1875,6,2.330357142857143,143,EW,30
280,2,4,1.4285714285714286,0.9375,6,2.366071428571429,143,EW,30
281,2,2,1.7142857142857142,0.5,4,2.2142857142857144,143,EW,30
282,2,0,2.0,0.0,2,2.0,143,EW,30
283,3,0,2.4285714285714284,0.0,3,2.4285714285714284,143,EW,30
284,5,0,2.2222222222222223,0.0,5,2.2222222222222223,143,EW,30
285,4,0,2.6666666666666665,0.0,4,2.6666666666666665,143,EW,30
286,5,1,3.2222222222222223,0.0,6,3.2222222222222223,145,EW,30
287,5,0,3.7777777777777777,0.0,5,3.7777777777777777,145,EW,30
288,5,1,4.333333333333333,0.0,6,4.333333333333333,147,EW,30
289,5,0,4.888888888888889,0.0,5,4.888888888888889,147,EW,30
290,5,0,5.444444444444445,0.0,5,5.444444444444445,147,EW,30
291,9,0,5.090909090909091,0.0,9,5.090909090909091,149,EW,30
292,7,0,5.7272727272727275,0.0,7,5.7272727272727275,149,EW,30
293,7,0,6.363636363636363,0.0,7,6.363636363636363,151,EW,30
294,7,0,7.0,0.0,7,7.0,151,EW,30
295,7,0,7.636363636363637,0.0,7,7.636363636363637,153,EW,30
296,7,0,8.272727272727273,0.0,7,8.272727272727273,155,EW,30
297,8,0,9.0,0.0,8,9.0,155,EW,30
298,11,0,8.307692307692308,0.0,11,8.307692307692308,157,EW,30
299,9,0,9.0,0.0,9,9.0,157,EW,30
300,9,0,9.692307692307692,0.0,9,9.692307692307692,159,EW,30
301,9,0,10.384615384615385,0.0,9,10.384615384615385,159,EW,30
302,9,1,11.076923076923077,0.0,10,11.076923076923077,161,EW,30
303,10,0,11.846153846153847,0.0,10,11.846153846153847,161,EW,30
304,10,0,12.615384615384615,0.0,10,12.615384615384615,163,EW,30
305,13,0,11.666666666666666,0.0,13,11.666666666666666,163,NS,30
306,10,0,11.066666666666666,0.0,10,11.066666666666666,164,NS,30
307,9,2,9.0,0.0,11,9.0,164,NS,30
308,9,0,5.066666666666666,0.0,9,5.066666666666666,164,NS,30
309,5,0,2.933333333333333,0.0,5,2.933333333333333,164,NS,30
310,3,0,1.4,0.0,3,1.4,164,NS,30
311,1,2,0.46153846153846156,0.0,3,0.46153846153846156,164,NS,30
312,1,0,0.07692307692307693,0.0,1,0.07692307692307693,164,NS,30
313,0,0,0.0,0.0,0,0.0,164,NS,30
314,0,0,0.0,0.0,0,0.0,164,NS,30
315,0,2,0.0,0.125,2,0.125,164,NS,30
316,2,3,0.0,0.3333333333333333,5,0.3333333333333333,164,NS,30
317,0,1,0.0,0.3333333333333333,1,0.3333333333333333,164,NS,30
318,0,2,0.0,0.5555555555555556,2,0.5555555555555556,164,NS,30
319,0,2,0.0,0.7777777777777778,2,0.7777777777777778,164,NS,30
320,0,4,0.0,1.0,4,1.0,164,NS,30
321,0,4,0.0,1.1818181818181819,4,1.1818181818181819,165,NS,30
322,0,4,0.0,1.5454545454545454,4,1.5454545454545454,166,NS,30
323,1,5,0.0,2.0,6,2.0,167,NS,30
324,1,5,0.0,2.4545454545454546,6,2.4545454545454546,168,NS,30
325,0,7,0.0,2.4615384615384617,7,2.4615384615384617,169,NS,30
326,0,7,0.0,3.0,7,3.0,169,NS,30
327,0,7,0.0,3.5384615384615383,7,3.5384615384615383,170,NS,30
328,0,7,0.0,4.076923076923077,7,4.076923076923077,172,NS,30
329,0,8,0.0,4.285714285714286,8,4.285714285714286,172,NS,30
330,0,9,0.0,4.533333333333333,9,4.533333333333333,174,NS,30
331,1,9,0.0,5.133333333333334,10,5.133333333333334,175,NS,30
332,0,9,0.0,5.733333333333333,9,5.733333333333333,176,NS,30
333,0,10,0.0,6.4,10,6.4,177,NS,30
334,0,12,0.0,6.235294117647059,12,6.235294117647059,178,NS,30
335,0,11,0.0,6.882352941176471,11,6.882352941176471,179,NS,30
336,0,11,0.0,7.529411764705882,11,7.529411764705882,180,NS,30
337,0,12,0.0,8.235294117647058,12,8.235294117647058,181,NS,30
338,2,15,0.0,8.052631578947368,17,8.052631578947368,183,NS,30
339,0,13,0.0,8.736842105263158,13,8.736842105263158,183,NS,30
340,0,15,0.0,9.526315789473685,15,9.526315789473685,183,EW,30
341,0,15,0.0,9.714285714285714,15,9.714285714285714,183,EW,30
342,0,13,0.0,8.736842105263158,13,8.736842105263158,185,EW,30
343,1,14,0.0,6.65,15,6.65,185,EW,30
344,1,12,0.16666666666666666,5.3,13,5.466666666666667,185,EW,30
345,1,10,0.3333333333333333,4.15,11,4.483333333333333,185,EW,30
346,1,10,0.5,4.5,11,5.0,185,EW,30
347,1,8,0.6666666666666666,3.3333333333333335,9,4.0,185,EW,30
348,3,7,0.625,2.888888888888889,10,3.513888888888889,185,EW,30
349,1,6,0.75,2.25,7,3.0,185,EW,30
350,2,4,1.0,1.375,6,2.375,185,EW,30
351,3,3,1.375,1.1333333333333333,6,2.5083333333333333,185,EW,30
352,3,0,1.75,0.0,3,1.75,185,EW,30
353,3,0,2.125,0.0,3,2.125,185,EW,30
354,5,0,2.75,0.0,5,2.75,185,EW,30
355,7,0,2.7,0.0,7,2.7,185,EW,30
356,5,1,3.2,0.0,6,3.2,187,EW,30
357,5,0,3.7,0.0,5,3.7,187,EW,30
358,6,1,4.3,0.0,7,4.3,188,EW,30
359,6,0,4.9,0.0,6,4.9,189,EW,30
360,6,0,5.5,0.0,6,5.5,190,EW,30
361,6,0,6.1,0.0,6,6.1,191,EW,30
362,8,1,5.583333333333333,0.0,9,5.583333333333333,193,EW,30
363,8,0,6.25,0.0,8,6.25,193,EW,30
364,8,0,6.916666666666667,0.0,8,6.916666666666667,195,EW,30
365,8,0,7.583333333333333,0.0,8,7.583333333333333,195,EW,30
366,8,0,8.25,0.0,8,8.25,197,EW,30
367,8,0,8.916666666666666,0.0,8,8.916666666666666,198,EW,30
368,8,0,9.583333333333334,0.0,8,9.583333333333334,199,EW,30
369,12,0,8.928571428571429,0.0,12,8.928571428571429,201,EW,30
370,10,1,9.642857142857142,0.0,11,9.642857142857142,202,EW,30
371,10,1,10.357142857142858,0.0,11,10.357142857142858,203,EW,30
372,10,0,11.071428571428571,0.0,10,11.071428571428571,203,EW,30
373,10,0,11.785714285714286,0.0,10,11.785714285714286,204,EW,30
374,10,0,12.5,0.0,10,12.5,205,EW,30
375,12,1,13.357142857142858,0.0,13,13.357142857142858,206,NS,30
376,11,0,11.3125,0.0,11,11.3125,206,NS,30
377,10,0,9.5,0.0,10,9.5,206,NS,30
378,8,1,6.357142857142857,0.0,9,6.357142857142857,207,NS,30
379,6,0,3.9285714285714284,0.0,6,3.9285714285714284,207,NS,30
380,7,0,2.8125,0.0,7,2.8125,207,NS,30
381,3,1,1.5714285714285714,0.0,4,1.5714285714285714,208,NS,30
382,3,1,1.0,0.0,4,1.0,208,NS,30
383,1,1,0.14285714285714285,0.125,2,0.26785714285714285,208,NS,30
384,0,2,0.0,0.375,2,0.375,208,NS,30
385,0,2,0.0,0.625,2,0.625,208,NS,30
386,0,3,0.0,0.7777777777777778,3,0.7777777777777778,208,NS,30
387,2,5,0.0,1.1,7,1.1,208,NS,30
388,0,4,0.0,1.5,4,1.5,208,NS,30
389,0,4,0.0,1.9,4,1.9,208,NS,30
390,0,4,0.0,2.3,4,2.3,208,NS,30
391,0,6,0.0,2.5454545454545454,6,2.5454545454545454,209,NS,30
392,0,6,0.0,2.75,6,2.75,210,NS,30
393,0,5,0.0,3.1666666666666665,5,3.1666666666666665,211,NS,30
394,0,6,0.0,3.6666666666666665,6,3.6666666666666665,212,NS,30
395,1,6,0.0,4.166666666666667,7,4.166666666666667,213,NS,30
396,1,9,0.0,4.071428571428571,10,4.071428571428571,214,NS,30
397,0,8,0.0,4.642857142857143,8,4.642857142857143,215,NS,30
398,0,8,0.0,5.214285714285714,8,5.214285714285714,216,NS,30
399,0,9,0.0,5.857142857142857,9,5.857142857142857,216,NS,30
400,0,11,0.0,6.133333333333334,11,6.133333333333334,218,NS,30
401,0,11,0.0,6.375,11,6.375,218,NS,30
402,0,10,0.0,7.0,10,7.0,220,NS,30
403,0,10,0.0,7.625,10,7.625,221,NS,30
404,0,10,0.0,8.25,10,8.25,222,NS,30
405,0,14,0.0,8.0,14,8.0,224,NS,30
406,0,13,0.0,8.722222222222221,13,8.722222222222221,224,NS,30
407,2,13,0.0,9.444444444444445,15,9.444444444444445,226,NS,30
408,0,14,0.0,10.222222222222221,14,10.222222222222221,226,NS,30
409,0,15,0.0,10.421052631578947,15,10.421052631578947,227,NS,30
410,0,15,0.0,10.6,15,10.6,228,EW,30
411,0,16,0.0,10.952380952380953,16,10.952380952380953,228,EW,30
412,1,16,0.0,9.35,17,9.35,228,EW,30
413,1,13,0.0,7.55,14,7.55,229,EW,30
414,0,12,0.0,6.0,12,6.0,229,EW,30
415,0,10,0.0,4.55,10,4.55,230,EW,30
416,0,9,0.0,3.888888888888889,9,3.888888888888889,230,EW,30
417,0,9,0.0,3.6666666666666665,9,3.6666666666666665,230,EW,30
418,0,7,0.0,2.5555555555555554,7,2.5555555555555554,230,EW,30
419,3,6,0.125,2.5,9,2.625,230,EW,30
420,2,4,0.375,1.5625,6,1.9375,230,EW,30
421,2,2,0.625,0.8125,4,1.4375,230,EW,30
422,3,0,1.0,0.0,3,1.0,230,EW,30
423,3,0,1.375,0.0,3,1.375,230,EW,30
424,4,0,1.875,0.0,4,1.875,230,EW,30
425,4,0,2.375,0.0,4,2.375,230,EW,30
426,6,2,2.3,0.0,8,2.3,232,EW,30
427,5,0,2.8,0.0,5,2.8,232,EW,30
428,5,0,3.3,0.0,5,3.3,233,EW,30
429,6,0,3.9,0.0,6,3.9,234,EW,30
430,6,1,4.5,0.0,7,4.5,235,EW,30
431,6,0,5.1,0.0,6,5.1,236,EW,30
432,6,0,5.7,0.0,6,5.7,237,EW,30
433,9,0,5.333333333333333,0.0,9,5.333333333333333,238,EW,30
